F:\env\Python37\python.exe F:/machinelearning/vision/need-for-auto-speed/percept/speed-estimate/speedmeter_estimate.py
2020-06-21 23:33:05,341 INFO 76 using device: cuda
2020-06-21 23:33:06,916 INFO 79 dataset init finished with size: 139
2020-06-21 23:34:08,935 INFO 92 epoch 76, batch 1, MAELoss = 0.63591068983078 (label: [166, 40, 132, 110], predict: [167, 73, 488, 142])
2020-06-21 23:34:09,647 INFO 92 epoch 77, batch 0, MAELoss = 0.6326333284378052 (label: [143, 144, 63, 94], predict: [953, 719, 64, 73])
2020-06-21 23:34:09,730 INFO 92 epoch 77, batch 1, MAELoss = 0.6479495167732239 (label: [151, 45, 113, 91], predict: [232, 640, 412, 961])
2020-06-21 23:34:10,460 INFO 92 epoch 78, batch 0, MAELoss = 0.6309844851493835 (label: [63, 113, 155, 106], predict: [963, 148, 186, 234])
2020-06-21 23:34:10,537 INFO 92 epoch 78, batch 1, MAELoss = 0.6139836311340332 (label: [142, 142, 139, 148], predict: [118, 771, 239, 147])
2020-06-21 23:34:11,254 INFO 92 epoch 79, batch 0, MAELoss = 0.6288071870803833 (label: [64, 155, 185, 63], predict: [64, 985, 285, 63])
2020-06-21 23:34:11,330 INFO 92 epoch 79, batch 1, MAELoss = 0.6246692538261414 (label: [156, 91, 132, 167], predict: [156, 61, 112, 167])
2020-06-21 23:34:12,047 INFO 92 epoch 80, batch 0, MAELoss = 0.6279268860816956 (label: [131, 80, 0, 168], predict: [132, 95, 8, 133])
2020-06-21 23:34:12,129 INFO 92 epoch 80, batch 1, MAELoss = 0.6314531564712524 (label: [132, 141, 156, 160], predict: [182, 111, 269, 483])
2020-06-21 23:34:12,874 INFO 92 epoch 81, batch 0, MAELoss = 0.6270303130149841 (label: [113, 126, 156, 63], predict: [951, 135, 569, 44])
2020-06-21 23:34:12,952 INFO 92 epoch 81, batch 1, MAELoss = 0.6225253939628601 (label: [205, 71, 74, 137], predict: [285, 771, 74, 117])
2020-06-21 23:34:13,663 INFO 92 epoch 82, batch 0, MAELoss = 0.6239138841629028 (label: [39, 110, 170, 122], predict: [91, 112, 149, 239])
2020-06-21 23:34:13,743 INFO 92 epoch 82, batch 1, MAELoss = 0.6240050196647644 (label: [40, 104, 126, 141], predict: [374, 806, 923, 747])
2020-06-21 23:34:14,460 INFO 92 epoch 83, batch 0, MAELoss = 0.6252456903457642 (label: [71, 99, 156, 86], predict: [79, 98, 259, 86])
2020-06-21 23:34:14,540 INFO 92 epoch 83, batch 1, MAELoss = 0.6207103133201599 (label: [166, 25, 137, 140], predict: [167, 301, 138, 126])
